Subject	Relation_id	Relation_choice	Object	Md5	Trunk	ID
Ilham Aliyev	1411	Demonstrate or rally for leadership change	Armenia	ce3499cbac035ae348ecf92ab3178296	[3:6:9]	18263
Arayik Harutiunian	012	Make pessimistic comment	Azerbaijan	ce3499cbac035ae348ecf92ab3178296	[5:14:17]	18265
Joe Biden and Kamala Harris	1712	Destroy property	Donald Trump	ce3499cbac035ae348ecf92ab3178296	[8:27:29]	18266
France	019	Express accord	Egypt's Sisi	c11c6e9fb8389853dfb3bc5aa203078c	[0:0:0]	18274
France	019	Express accord	Egypt's Sisi	c11c6e9fb8389853dfb3bc5aa203078c	[1:0:3]	18275
Congressman Bryan Steil	016	Reject accusation, deny responsibility	Antony Blinken	5cc1021c6339786442eb6aa82ec40908	[1:0:2]	18280
Congressman Bryan Steil	016	Reject accusation, deny responsibility	Secretary of State Antony Blinken	5cc1021c6339786442eb6aa82ec40908	[4:9:11]	18281
Congressman Greg Steube	016	Reject accusation, deny responsibility	Secretary of State Antony Blinken	5cc1021c6339786442eb6aa82ec40908	[4:9:11]	18282
Pakistan	016	Reject accusation, deny responsibility	India	157270baf12934ac2bb93366e63387ee	[1:0:2]	18283
Pakistan	010	Make public statement	Bangladesh	157270baf12934ac2bb93366e63387ee	[3:6:7]	18284
UNIFIL	012	Make pessimistic comment	Attacks against peacekeepers	cefdc645bf16093c92930fea15c4d057	[8:21:25]	18286
France	010	Make public statement	Israel	480004b36c559cc54b134bbb5fe333f8	[1:0:2]	18305
Bahrain FM	019	Express accord	Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[0:0:0]	18306
Khalid bin Ahmed Al Khalifa	019	Express accord	Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[1:0:3]	18307
Khalid bin Ahmed Al Khalifa	0311	Express intent to cooperate economically	Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[2:4:6]	18308
Bahrain	019	Express accord	Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[3:7:11]	18309
Khalid bin Ahmed Al Khalifa	014	Consider policy option	Israel	90e79014d7ae2cc06e8ad99ce6f87fb0	[4:12:15]	18310
Steve Mnuchin	1042	Demand policy change	International Community	90e79014d7ae2cc06e8ad99ce6f87fb0	[6:20:22]	18312
Centcom Commander General Frank McKenzie	019	Express accord	targets in the Middle East	f30c3ed2cd82d784d123d07c99855a2f	[1:0:2]	18318
Abdel Fattah Al-Sisi	0211	Appeal for economic cooperation	Japan	cc2ecced265c99c2d51272480a3ae763	[1:0:3]	18321
Democratic Senator Chris Murphy	012	Make pessimistic comment	Iran nuclear program	aed3ea8e43cee794cdb79dd82430dd83	[6:18:21]	18337
Minister of Culture	1054	Demand easing of economic sanctions, boycott, or embargo	Mexico	e43975df354b07919e6d32f64ad26a1a	[2:3:4]	18341
Donald Trump	1385	Threaten to use unconventional mass violence	Oil market	310e367aeca4d8e14fafdf3091ce8928	[5:15:17]	18351
Prime Minister Boris Johnson	1042	Demand policy change	Roni Numa	f09ee4f1b237726dadd7c3b90771684d	[2:4:7]	18357
Iran ambassador to Seoul	013	Make optimistic comment	South Korean vessel Hankuk Chemi	f880fcd9a4b404f3f035fb45533d6bad	[2:3:6]	18359
Sameh Shoukry	019	Express accord	African countries	3c5214bfbfd5cd2b89ec84dea8c37242	[4:10:12]	18362
Donald Trump	015	Non-apologetically acknowledge or claim responsibility	ISIS terrorist group	de5a9925fdfc69fe9232cbfb9062099c	[1:0:3]	18366
Donald Trump	015	Non-apologetically acknowledge or claim responsibility	Islamic State	de5a9925fdfc69fe9232cbfb9062099c	[5:19:21]	18371
EU High Representative and Vice-President Josep Borrell	1384	Threaten to use conventional attack	Israel	7989ddd031bfe2f081d7bec2f6c522ec	[1:0:2]	18375
Germany's Foreign Minister Heiko Maas	014	Consider policy option	Israel	7989ddd031bfe2f081d7bec2f6c522ec	[3:7:11]	18377
US Ambassador David Friedman	015	Non-apologetically acknowledge or claim responsibility	Israel	7989ddd031bfe2f081d7bec2f6c522ec	[8:29:32]	18378
Ron Desantis	012	Make pessimistic comment	Ocasio-Cortez	ba5c4a2b5fd3b4286b1c4ea3f4a867db	[1:0:2]	18380
Ocasio-Cortez	016	Reject accusation, deny responsibility	Ron Desantis	ba5c4a2b5fd3b4286b1c4ea3f4a867db	[2:3:7]	18381
Shahriar Heydari	012	Make pessimistic comment	The United States	8fba970cb8c72b6e6e7bd472e4374aa0	[2:3:5]	18385
Hassan Nasrallah	013	Make optimistic comment	Israel	49bfea3a75e46c846755eaf89d196df2	[2:7:13]	18390
Ayatollah Ali Khamenei	1952	Employ remotely piloted aerial munitions	Iranian public	94ff2da8205e558d8e96e7964f26b26d	[3:8:11]	18396
Mostafa Mirsalim	012	Make pessimistic comment	Iranian electorate	94ff2da8205e558d8e96e7964f26b26d	[5:15:15]	18397
EU High Representative and Vice-President Josep Borrell	019	Express accord	Southern Partners	02d2765f2dad963e997705f50936b5e0	[3:7:8]	18399
Andrew Yang	012	Make pessimistic comment	Democratic Party	c4243e82fcbfc2707288f886a6095519	[1:0:1]	18408
Ocasio-Cortez	018	Make empathetic comment	Senator Bernard Sanders	c4243e82fcbfc2707288f886a6095519	[3:6:8]	18409
Former US President Donald Trump	1413	Demonstrate for rights	Prime Minister Boris Johnson	b396095444c7e9026efa2b00d7a511a5	[1:0:4]	18413
Mona Fayyad	1053	Demand release of persons or property	Hezbollah	7a9964d2058b321f03347119c4a60c26	[7:24:24]	18420
Palestinian president's office	016	Reject accusation, deny responsibility	Israeli authorities	5b4e5adac5da05b1a548d55a71396401	[1:0:1]	18425
Chris Gunness	1054	Demand easing of economic sanctions, boycott, or embargo	Israel	5b4e5adac5da05b1a548d55a71396401	[1:0:1]	18426
Recep Tayyip Erdogan	018	Make empathetic comment	Muslim Brotherhood prisoners	c9f4db757362a86d17e640b6636a1edc	[4:11:14]	18431
Palestinian Prisoners' Day	017	Engage in symbolic act	Israel	00f5ce9e00f7db87a42ea3953b9d05bd	[1:0:1]	18458
Guatemala president Jimmy Morales	019	Express accord	Israel	3c141dcb274660fad5f13415b1a88ccf	[1:0:3]	18461
Guatemala president Jimmy Morales	019	Express accord	AIPAC	3c141dcb274660fad5f13415b1a88ccf	[2:4:7]	18462
Guatemala	013	Make optimistic comment	UN	3c141dcb274660fad5f13415b1a88ccf	[2:4:7]	18463
Honduras	1413	Demonstrate for rights	UN	3c141dcb274660fad5f13415b1a88ccf	[2:4:7]	18464
Marshall Islands	010	Make public statement	UN	3c141dcb274660fad5f13415b1a88ccf	[2:4:7]	18465
Micronesia	010	Make public statement	UN	3c141dcb274660fad5f13415b1a88ccf	[2:4:7]	18466
Nauru	010	Make public statement	UN	3c141dcb274660fad5f13415b1a88ccf	[2:4:7]	18467
Palau	010	Make public statement	UN	3c141dcb274660fad5f13415b1a88ccf	[2:4:7]	18468
Togo	010	Make public statement	UN	3c141dcb274660fad5f13415b1a88ccf	[2:4:7]	18469
Defense Ministry	014	Consider policy option	Haredi protests	5f9762fe12e876aad5c56d01c2d826d2	[1:0:1]	18472
Benjamin Netanyahu	019	Express accord	ultra-Orthodox and politicians	5f9762fe12e876aad5c56d01c2d826d2	[2:2:4]	18473
Iranian lawmaker Hossein Naqavi Hosseini	016	Reject accusation, deny responsibility	US	5231edb5df0831572a1a444ec89ecbbb	[1:0:4]	18475
Benjamin Netanyahu	0312	Express intent to cooperate militarily	Trump Administration	8cdfecb9bbc035d9c87147f87d88d8d1	[1:0:2]	18478
Donald Trump campaign	012	Make pessimistic comment	Democratic convention	2e5378b06e4f866561780a683049f889	[1:0:4]	18496
Donald Trump campaign	012	Make pessimistic comment	Joe Biden and Kamala Harris	2e5378b06e4f866561780a683049f889	[2:5:7]	18497
RNC	012	Make pessimistic comment	Democratic National Committee	2e5378b06e4f866561780a683049f889	[5:16:18]	18500
EU Court of Justice	012	Make pessimistic comment	Psagot	b414e2115c08a381c7c584ae6123daeb	[5:18:21]	18504
Amnesty International	012	Make pessimistic comment	Israel's settlements	b414e2115c08a381c7c584ae6123daeb	[8:31:32]	18507
Ghassan Salame	012	Make pessimistic comment	UN Security Council	9c0cfdbcf65206c8fbb0955d9a8eead8	[1:0:3]	18508
Germany	010	Make public statement	Israeli settlements	fa37ba66a5829fbefbc2e67e8936d26b	[0:0:0]	18511
EU Foreign Affairs Chief Federica Mogherini	0314	Express intent to cooperate on intelligence or information sharing	Israel	fa37ba66a5829fbefbc2e67e8936d26b	[1:0:1]	18513
Foreign Office (FO) spokesman	013	Make optimistic comment	Heart of Asia Conference	3cec658bc5572b946096c0d1579c4b31	[1:0:1]	18514
Foreign Office (FO) spokesman	018	Make empathetic comment	India	3cec658bc5572b946096c0d1579c4b31	[2:2:4]	18515
Pakistan	1423	Conduct hunger strike for rights	Organisation of Islamic Cooperation	3cec658bc5572b946096c0d1579c4b31	[5:9:10]	18516
Pakistan	016	Reject accusation, deny responsibility	United Nations	3cec658bc5572b946096c0d1579c4b31	[6:11:13]	18517
Sadegh Zibakalam	012	Make pessimistic comment	Iranian political system	2d44297c8d3aaf352433d550eeef1b92	[6:16:18]	18524
Riyad al-Malki	014	Consider policy option	Israel	66456b035f82e29b1aaae81db6b1c484	[2:4:7]	18533
Hezbollah	015	Non-apologetically acknowledge or claim responsibility	The United States	51fed89fdfeb790d06f0f2a02c091978	[1:0:4]	18537
Hamas spokesman Mushir Al Masri	014	Consider policy option	Algeria	5cb41aa355be77e9b25b1aae22d8c869	[1:0:2]	18540
Hamas spokesman Mushir Al Masri	013	Make optimistic comment	Algeria	5cb41aa355be77e9b25b1aae22d8c869	[3:6:10]	18541
Justice Ministry	010	Make public statement	NSO Group tool Pegasus	56453bfddb6cbe638b80ee680ec0cbb2	[1:0:4]	18543
U.S. President Harry S. Truman	1385	Threaten to use unconventional mass violence	Israel	95604acf9339a21b237ceda557c0dd56	[1:0:0]	18546
Joe Biden and Kamala Harris	012	Make pessimistic comment	Israel	95604acf9339a21b237ceda557c0dd56	[5:10:10]	18547
Paraguay government spokesman	013	Make optimistic comment	Israel	f155145f49a49da34dfaece971c8a022	[1:0:3]	18552
Imran Khan	013	Make optimistic comment	UN	f29a7299857baf13619d1c07f55f96eb	[0:0:0]	18554
French President Emmanuel Macron	010	Make public statement	Donald Trump	ac0220d698dc9c67f63490c028223150	[2:3:6]	18558
Donald Trump	016	Reject accusation, deny responsibility	Canadian Prime Minister Justin Trudeau	ac0220d698dc9c67f63490c028223150	[3:7:13]	18560
French President Emmanuel Macron	010	Make public statement	Donald Trump	ac0220d698dc9c67f63490c028223150	[4:14:18]	18561
President Hassan Rouhani	013	Make optimistic comment	The United States	1e52d2e0dc103d83ebb9e78753236cad	[2:2:4]	18566
Supreme Leader Ayatollah Ali Khamenei	016	Reject accusation, deny responsibility	U.S	1e52d2e0dc103d83ebb9e78753236cad	[3:5:13]	18567
Islamic Revolutionary Guards Corps commander Hossein Salami	012	Make pessimistic comment	Israel	1e52d2e0dc103d83ebb9e78753236cad	[3:5:13]	18568
Russia foreign minister Sergei Lavrov	012	Make pessimistic comment	The United States	b9e9cab37307999becc2437309904ea7	[1:0:1]	18570
Governor of Nablus	010	Make public statement	Wafa news agency	71a07903481525a7b0cb01db06a38734	[2:4:9]	18571
The United States	1384	Threaten to use conventional attack	Taliban	c032abbb4af418df772b706fd922ec5d	[1:0:4]	18573
Russia	016	Reject accusation, deny responsibility	The United States	c032abbb4af418df772b706fd922ec5d	[5:15:18]	18574
General Safavi	1053	Demand release of persons or property	The United States	c032abbb4af418df772b706fd922ec5d	[6:19:20]	18576
Former US President Donald Trump	017	Engage in symbolic act	Israel	e7c3cef3cf4be36ace973166d0cd6e3d	[2:6:8]	18580
Alexandria Ocasio-Cortez	012	Make pessimistic comment	Joe Biden and Kamala Harris	47a8618718fe9e0cb7a1245499e74521	[1:0:2]	18590
Joel Rubin	1951	Employ precision-guided aerial munitions	Democratic Party	47a8618718fe9e0cb7a1245499e74521	[3:5:7]	18591
Michael McAdams	012	Make pessimistic comment	Ocasio-Cortez	47a8618718fe9e0cb7a1245499e74521	[4:8:10]	18592
Speaker Nancy Pelosi	0333	Express intent to provide humanitarian aid	Sen. Kamala Harris	47a8618718fe9e0cb7a1245499e74521	[9:23:25]	18593
Ford O'Connell	012	Make pessimistic comment	Joe Biden and Kamala Harris	47a8618718fe9e0cb7a1245499e74521	[10:26:29]	18595
Saudi Crown Prince Mohammed bin Salman	012	Make pessimistic comment	Canada	9e300b6e7d3b16ca9b1cf5da99923275	[3:9:11]	18603
Saudi Crown Prince Mohammed bin Salman	012	Make pessimistic comment	Mexico	9e300b6e7d3b16ca9b1cf5da99923275	[3:9:11]	18604
Saudi Crown Prince Mohammed bin Salman	012	Make pessimistic comment	Libya	9e300b6e7d3b16ca9b1cf5da99923275	[3:9:11]	18605
Georgette Mosbacher	013	Make optimistic comment	Poland	91de12bf3aea060afc322b81d1343433	[2:4:6]	18608
EU Foreign Affairs Chief Federica Mogherini	013	Make optimistic comment	Syria	f3f0e011e03c6643cd1992f0870837e0	[3:9:12]	18611
World Health Organization (WHO)	010	Make public statement	COVID-19	15594b3e8d03edd01713e22aac7eeba3	[3:10:11]	18613
General Sisi	019	Express accord	Jordan’s Crown Prince Al-Hussein bin Abdullah II	549b882b31125e1800fb4bf9d16b2c0f	[0:0:0]	18614
Jordan’s Crown Prince Al-Hussein bin Abdullah II	013	Make optimistic comment	General Sisi	549b882b31125e1800fb4bf9d16b2c0f	[0:0:0]	18615
Palestinian Authority chief Mahmoud Abbas	0342	Express intent to change policy	Israel	215278f2182ef729406e30ae174ccb18	[2:3:4]	18620
Abbas	015	Non-apologetically acknowledge or claim responsibility	J Street group	215278f2182ef729406e30ae174ccb18	[3:5:6]	18621
Vera Jourova	012	Make pessimistic comment	Islamic Republic of Iran	055cffc191e10bdc986f0f70742ccf37	[1:0:3]	18628
Abdel Fattah Al-Sisi	013	Make optimistic comment	reporters	c96451b7a79c708e6d343783593e0e54	[2:3:6]	18629
Oman	0231	Appeal for economic aid	Palestine	7b7b5e5e0a3a184f0f3f41109580468b	[1:0:3]	18630
Oman	011	Refuse to comment	United States-hosted conference	7b7b5e5e0a3a184f0f3f41109580468b	[2:4:7]	18631
Police	010	Make public statement	Israeli military forces	88dfc43a91ac174b343744bcb94469b5	[1:0:2]	18646
Prime Minister Boris Johnson	013	Make optimistic comment	Israeli authorities	88dfc43a91ac174b343744bcb94469b5	[3:6:9]	18647
Pakistani FM Shah Mahmood Qureshi	019	Express accord	Islamabad	b4ae522c696d28bb8dbb32c435d2cd6d	[0:0:0]	18652
Algemeiner Editor-in-Chief	010	Make public statement	Biden	e024df81e338c92514f84d8849f721c4	[0:0:0]	18670
Hassan Rohani	013	Make optimistic comment	Citizens of Iran	bc9b4889845f5534f00d747f4d296e1b	[1:0:3]	18674
State Department spokesperson Ned Price	018	Make empathetic comment	Israel	3c62ae2589073e6a747f3b233d074a1e	[2:5:9]	18683
Rob Manning	016	Reject accusation, deny responsibility	Taliban and 'Islamic State'	07eda297badbfba409032c524db424fa	[1:0:0]	18686
Khurrum Dastagir	018	Make empathetic comment	The United States	07eda297badbfba409032c524db424fa	[1:0:0]	18687
Benjamin Netanyahu	1384	Threaten to use conventional attack	Anti-Netanyahu protesters	8d2ee9d6e2356b549e4c9f445bd48145	[10:39:42]	18688
EU High Representative and Vice-President Josep Borrell	013	Make optimistic comment	Truce agreement	9187d55bcf085e66ff35e115101c7001	[6:18:22]	18693
Aydin Mirzazadeg	016	Reject accusation, deny responsibility	Trilateral agreement	9187d55bcf085e66ff35e115101c7001	[12:42:46]	18697
Binyamin Netanyahu	016	Reject accusation, deny responsibility	Iran nuclear program	cac4e9b89f4933424d30607fa128a12d	[5:9:10]	18700
German Foreign Minister Sigmar Gabriel	012	Make pessimistic comment	Hevron	d4f496c780072c4f0d5561b2437150d1	[2:4:6]	18711
Trump Administration	014	Consider policy option	Iran nuclear program	40b09c66cf6a5f37b20105c3b7a0c2d0	[5:15:17]	18717
Trump Administration	0311	Express intent to cooperate economically	Russian and Chinese advanced weapons and capabilities	40b09c66cf6a5f37b20105c3b7a0c2d0	[5:15:17]	18718
Donald Trump campaign	012	Make pessimistic comment	Joe Biden and Kamala Harris	c1a256257b58e225d338c82917f8dbf9	[1:0:1]	18719
Donald Trump campaign	012	Make pessimistic comment	Joe Biden and Kamala Harris	c1a256257b58e225d338c82917f8dbf9	[2:2:4]	18720
Republican strategist Noelle Nikpour	012	Make pessimistic comment	Joe Biden and Kamala Harris	c1a256257b58e225d338c82917f8dbf9	[4:8:8]	18723
Republican strategist Noelle Nikpour	012	Make pessimistic comment	Joe Biden and Kamala Harris	c1a256257b58e225d338c82917f8dbf9	[6:12:13]	18725
Former US President Donald Trump	012	Make pessimistic comment	Israel	7bae7e69b77b2616dfe81da6f3d65666	[1:0:4]	18727
Russia	010	Make public statement	Israel	7bae7e69b77b2616dfe81da6f3d65666	[1:0:4]	18728
Abdel Fattah Al-Sisi	010	Make public statement	Palestinian Authority chief Mahmoud Abbas	7bae7e69b77b2616dfe81da6f3d65666	[6:20:23]	18729
Abdel Fattah Al-Sisi	010	Make public statement	King Abdullah II	7bae7e69b77b2616dfe81da6f3d65666	[6:20:23]	18730
Former US President Donald Trump	010	Make public statement	Israel	7bae7e69b77b2616dfe81da6f3d65666	[8:29:30]	18733
Abdel Fattah Al-Sisi	010	Make public statement	African Union (AU)	fec94997c0fc026ac2ef12a8dbc7feaa	[0:0:0]	18734
Nickolay Mladenov	012	Make pessimistic comment	Israel	c5a36a2eff180dfac8b054e32e80745b	[4:15:20]	18737
Islamic Republic of Iran	017	Engage in symbolic act	Palestinians	bd22f7f551413e243c3d87db242e9d58	[1:0:2]	18743
Angela Merkel	1245	Refuse to allow non-mediatory international involvement	Anti-Semitism among immigrants	bd22f7f551413e243c3d87db242e9d58	[2:3:7]	18744
President Reuven Rivlin	017	Engage in symbolic act	Israeli media	b7945c8d5fb0e8689a041f182c07189a	[1:0:0]	18748
Hizbullah Deputy Chief	010	Make public statement	U.S. Embassy in Lebanon	9cde45bda009fec6bc1006630569a701	[1:0:2]	18750
Hochstein	012	Make pessimistic comment	U.S. support for EastMed	1d0e71e0cd2cc139bdad40c5a9892cb4	[1:0:1]	18752
Hochstein	010	Make public statement	Maritime border dispute	1d0e71e0cd2cc139bdad40c5a9892cb4	[2:2:4]	18753
EU High Representative and Vice-President Josep Borrell	010	Make public statement	Israel	79430b4dd5fd1b816b97e720ddc775da	[1:0:1]	18758
Freedom and Justice Party	015	Non-apologetically acknowledge or claim responsibility	Egyptian authorities	466c943c1234a48585e42aec2bf49739	[2:3:4]	18763
Amir Hossein Zamaninia	013	Make optimistic comment	ISNA news agency	0e2c256c57a86df7e8a1778c04920edd	[1:0:4]	18766
US president	016	Reject accusation, deny responsibility	Taliban	1df5b9248860c9f77327cd0fcd07b287	[1:0:3]	18775
US administration official	012	Make pessimistic comment	Afghanistan	1df5b9248860c9f77327cd0fcd07b287	[1:0:3]	18777
Russia	016	Reject accusation, deny responsibility	Ukraine	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	18778
Ben Wallace	016	Reject accusation, deny responsibility	Russia	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	18779
Russian Defense Minister Sergei Shoigu	0242	Appeal for policy change	Ukraine	1df5b9248860c9f77327cd0fcd07b287	[2:4:5]	18780
Saudi-led coalition	016	Reject accusation, deny responsibility	Yemen's Huthis	df72d858e65348031dc37965c17a2b68	[1:0:4]	18785
Russia	012	Make pessimistic comment	Turkey	fddf14dd87e91ef8c1dfb42c10748a1d	[0:0:0]	18791
Russia	012	Make pessimistic comment	Turkey	fddf14dd87e91ef8c1dfb42c10748a1d	[1:0:6]	18792
Russian Deputy Foreign Minister Mikhail Bogdanov	012	Make pessimistic comment	Turkey	fddf14dd87e91ef8c1dfb42c10748a1d	[1:0:6]	18793
Recep Tayyip Erdogan	015	Non-apologetically acknowledge or claim responsibility	Pro-Turkish Syrian militants	fddf14dd87e91ef8c1dfb42c10748a1d	[1:0:6]	18794
Hezbollah	013	Make optimistic comment	The United States	23da1aff8ece1d9dfdfa8a64ca89ce7b	[0:0:0]	18797
Hezbollah	018	Make empathetic comment	The United States	23da1aff8ece1d9dfdfa8a64ca89ce7b	[1:0:2]	18798
Recep Tayyip Erdogan	019	Express accord	Jordan	a32db62d059cae9a92452d2c2cec8daf	[1:0:0]	18801
British Minister of State for the Middle East and North Africa Affairs	013	Make optimistic comment	Egypt's economy	c1a6633a538d7dd6de3c8bef93ac9af9	[2:5:8]	18807
Islamic Jihad	0311	Express intent to cooperate economically	Israel	6173b4d6a67a8431f27331a80f35277a	[1:0:3]	18808
Islamic Jihad	017	Engage in symbolic act	Israel	6173b4d6a67a8431f27331a80f35277a	[3:8:13]	18809
Mohamed al-Sebaie	012	Make pessimistic comment	Ethiopia	bcc9c75d545a62eb42c6c9fe44fcf6a5	[2:5:8]	18811
